State,Ballots Issued,Ballots Used,Invalid Votes,Total Accredited,Total Registered,Valid Votes,A,AA,AAC,ADC,ADP,APC,APGA,APM,APP,BP,DLA,LP,NDC,NDP,NNPP,NRM,PDP,PRP,SDP,YP,YPP,ZLP,Polling Units,INEC Uploaded Results,INEC Expected Results,INEC Upload Percent
Ondo,8155,865,3,844,8151,841,0,0,0,0,0,823,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,1332,1282,103.9
