State,Ballots Issued,Ballots Used,Invalid Votes,Total Accredited,Total Registered,Valid Votes,A,AA,ADC,ADP,APC,APGA,APM,NNPP,PDP,SDP,ZLP,NRM,APP,BP,PRP,YPP,Polling Units
FCT,1654124,247110,8259,247174,1622038,233387,866,193,20128,4311,126806,8309,222,2469,58031,3231,3761,54,46,37,62,5940,2822
