State,Ballots Issued,Ballots Used,Invalid Votes,Total Accredited,Total Registered,Valid Votes,A,AA,AAC,ADC,ADP,APC,APGA,APM,APP,BP,DLA,LP,NDC,NDP,NNPP,NRM,PDP,PRP,SDP,YP,YPP,ZLP,Polling Units,INEC Uploaded Results,INEC Expected Results,INEC Upload Percent
Kebbi,4583,273,5,271,4209,266,0,0,0,0,0,255,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,200,193,200,96.5
