State,Ballots Issued,Ballots Used,Invalid Votes,Total Accredited,Total Registered,Valid Votes,A,AA,AAC,ADC,ADP,APC,APGA,APM,APP,BP,LP,NNPP,NRM,PDP,PRP,SDP,YP,YPP,ZLP,Polling Units,INEC Uploaded Results,INEC Expected Results,INEC Upload Percent
Ekiti,14896,5041,82,5145,15154,5065,1,2,2,154,26,4216,2,2,0,0,0,1,2,643,1,10,1,0,1,2365,2390,2365,101.1
