State,Ballots Issued,Ballots Used,Invalid Votes,Total Accredited,Total Registered,Valid Votes,A,AA,AAC,ADC,ADP,APC,APGA,APM,APP,BP,DLA,LP,NDC,NDP,NNPP,NRM,PDP,PRP,SDP,YP,YPP,ZLP,Polling Units,INEC Uploaded Results,INEC Expected Results,INEC Upload Percent
Nasarawa,1574,215,6,215,1573,209,0,0,0,11,0,132,0,0,0,0,0,22,13,0,2,0,29,0,0,0,0,0,523,362,523,69.2
